name,description
בוב הייז,רוברט לי \ Bullet Bob \ Hayes ( 20 דצמבר 1942 - 18 ספטמבר 
בוב קרי,יוסף רוברט \בוב\ קרי (נולד 27 אוגוסט 1943 ) היה נגיד 35th נברסקה 1983-1987וארצות הברית סנטור מנברסקה 1989-2001 . לפני שנכנס לפוליטיקה 
בוב קלוזה,Rado רוברט גרסיה קלוזה (נולד 1945 מקצועי המכונה Rado קלוזהוכבוב קלוזה ב 1960s ) היאמוסיקאי אנגלי וצלם. 
בוב נייט, 
בוב לזר,רוברט \בוב\ לזר (נולד 26 ינואר 1959 ) הוא אדם שנוי במחלוקת שטוען כישורים כמדעןומהנדס וטען כי הוא עבד עם טכנולוגיה מחוץ לכדור הארץבאתר שנקרא S4 ליד מתקן בדיקת שטח 51 .
בוב לימון, 
בוב לילי,רוברט לואיס לילי (נולד 26 יולי 1939 ) הואהגנתי פוטבול אמריקאי לשעבר להתמודדבליגת הכדורגל והצלם הלאומי . 
בוב Luman,בוב Luman (נולדכרוברט גלין Luman ; 15 אפריל 1937 - 27 בדצמבר 1978) היהמדינה אמריקניתוזמרת רוקבילי .
בוב McAdoo,McAdoo רוברט אלן ' בוב ' (נולד 25 ספטמבר 1951 ) הוא שחקן כדורסל אמריקאי בדימוס מקצועי שבילה אתקריירה בת ארבע ששיחקו במרכזועמדות קדמיות שלטוןבאיגוד הכדורסל הלאומי . 
בוב מור,בוב Loyce מור (נולד 30 נובמבר 1932 ) הואמוסיקאי אמריקאי פגישה
בוב נולאן,בוב נולאן 13 (באפריל 1908 - 16 יוני 1980 ) היה זמר יליד קנדה אמריקאי 
בוב פטיט,רוברט לי \בוב \ פטיט ג'וניור (נולד 12 דצמבר 1932 
בוב ריילי,רוברט ךנפרו \בוב \ ריילי ( נולד ב -3 באוקטובר 1944) הואפוליטיקאי אמריקאיבמפלגה הרפובליקנית . 
בוב ראוס,רוברט ג'ון ראוס (נולד ב -18 יוני 1964) הוא שחקן הוקי קרח קנדי בגמלאות.
בוב Saget,רוברט ליין \בוב \ Saget (נולד 17 מאי 1956 ) הואסטנדאפיסט 
בוב סיגר, 
בוב Widlar, 
בוב ווילבר,בוב ווילבר (נולד 15 מרס 1928 ) הואהקלרניתן ג'אז האמריקאי
בוב וילס, 
בובי עדן,בובי עדן הוא שחקנית פורנוגרפית הולנדיתומודל מגזין בינלאומי. 
בובי Bare,רוברט ג'וזף \ בובי \ Bare (נולד ב 7 אפריל 1935 ) הואהזמר מוסיקת קאנטרי אמריקאי וכותב שירים. 
בובי בירד,רוברט הווארד בירד ( 15 אוגוסט 1934 - 12 ספטמבר 2007) 
בובי קרוז,בובי קרוז (פברואר נולד 2 
בובי Czyz,רוברט אדוארד Czyz הוא מתאגרף אמריקאי בדימוס . 
בובי הב,בובי הב ( 26 יולי 1938 - 3 באוגוסט 2010) היההזמר וכותב שירים אמריקאים 
בובי האל,רוברט מרווין \ בובי \ האל 
בובי לורד,רוברט ל האדון ( 6 ינואר 1934 - 16 פברואר 2008) 
בובי אור,Robert Gordon Orr 
בובי סמית ( הוקי קרח),רוברט דיוויד סמית (פברואר נולד 12
בובי טוד,בובי טוד (22 ביוני 1904-7 ספטמבר 1980) היהשחקן קולנוע גרמני. 
הבודה Rudwaleit,הבודה Rudwaleit (נולד 3 אוגוסט 1957בWoltersdorf ) הואשוער לשעבר גרמני לשעבר ששיחק כדורגל במזרח גרמניה. 
בודו שפרלינג,בודו שפרלינג הוא אמן 
בודו צימרמן,בודו צימרמן ( 26 נובמבר 1886 - 16 באפריל 1963) היה גנרל גרמני במלחמת העולם השנייה. 
Bogd חאן,Bogd החאן היה הוכתרכKhaan הגדול ( הקיסר ) של מונגוליה יום 29 בדצמבר 1911
Bogusław Fryderyk ראדזיוויל,Bogusław Fryderyk ראדזיוויל ( 3 ינואר 1809 - 2 ינואר 1873 ) היהאציל פולני וקצין צבא הפרוסיופוליטיקאי. 
Bogusław ראדזיוויל, 
בוהומיל קפקא,בוהומיל קפקא היה פסלופדגוג צ'כי
בוהומיל מוסיל,בוהומיל מוסיל (10 במאי 1
בולסלב Kominek,בולסלב Kominek (23 דצמבר 1903-1910 March 1974) היהקרדינל פולני של הכנסייה הקתולית. 
בולסלב Wieniawa - Długoszowski,בולסלב איגנצי פלוריאן Wieniawa - Długoszowski ( 22 יולי 1881 - 1 ביולי 1942) היה גנרל 
הבולה Yeung,יאנג צה 
בון סקוט, 
החוק בונד, 
ונוונטורה קאלו,Bonaventure \ בארי \ קאלו (נולד 12 ינואר 1978בOumé ) הואשחקן כדורגל מחוף שנהב שמשחקכקשר התקפילקומבס -la -Ville .
בוקר טי וושינגטון,Booker Taliaferro Washington ( 05 de abril de 1856 - 14 de novembro 
בוטסי קולינס,וויליאם ארל \ בוטסי \ קולינס (נולד 26 אוקטובר 1951 בסינסינטי
בוריס Bazhanov,בוריס Georgiyevich Bazhanov (רוסית : Борис Георгиевич Бажанов 
בוריס ברזובסקי ( עסקים ), 
בוריס ךלונה, 
בוריס Diaw,בוריס התינוקרון Diaw - Riffiod 
בוריס דיטריך,בוריס אוטוקאר דיטריך (נולד 21 יולי 1955 באוטרכט ) הואפעיל זכויות אדם 
בוריס Dlugosch,Boris Dlugosch é um produtor de house music da Alemanha. 
בוריס פיודורוב,בוריס Grigoryevich פיודורוב ( ברוסית : Борис Григорьевич Фёдоров ) (13 בפברואר 1958
בוריס גרדינר,בוריס גרדינר הוא זמרת 
בוריס Grebenshchikov,בוריס בוריסוביץ' Grebenshchikov (רוסית : Борис Борисович Гребенщиков ) הידוע גם בוריס Purushottama Grebenshikov 
בוריס השני של בולגריה,בוריס השני היה קיסר של בולגריה 969-977 ( בשבי ביזנטימ971 ) .
בוריס מיכאילוב ( הוקי קרח),בוריס מיכאילוב פטרוביץ' (רוסית : Борис Петрович Михайлов ) הוא שחקן הוקי קרח של ברית המועצות לשעבר .
בוריס Piotrovsky,בוריס בוריסוביץ' Piotrovsky (רוסית : Борис Борисович Пиотровский ; גם Piotrovskii כתב; 14 פבואר 1908 - 15 אוקטובר 
בוריס פודולסקי,בוריס Yakovlevich פודולסקי (רוסית : Борис Яковлевич Подольский ) (1896 רוסיה - 1966 ארה\ב) היהפיזיקאי אמריקאי ממוצא יהודי רוסי
בוריס Ponomarev,בוריס ניקולאייביץ' Ponomarev (רוסית : Борис Николаевич Пономарёв ) ( 17 ינואר 1905 - 21 דצמבר 1995) היה פוליטיקאי סובייטי 
בוריס Pugo,בוריס Karlovich Pugo 
בוריס Rajewsky,בוריס Rajewsky ( Борис Раєвський ) ( 17 יולי 1893 - 22 נובמבר 1974) היהbiophysicist אוקראיני הגרמני. 
בוריס Sheremetev,בוריס פטרוביץ' Sheremetev (רוסית : Борис Петрович Шереметев ) ( 1652-1719 ) נוצרהספירה הרוסית הראשונהב1706
בוריס Vannikov,הכללי בוריס Lvovich Vannikov 
בוריס Vildé,בוריס Vildé (25 ביוני סגנון ישן / 8 יולי 1908 - 23 פברואר 1942) היהבלשן ואתנוגרףבMusée de l'Homme 
בוריס זלה,בוריס זלה היא פוליטיקאי סלובקי חברתי דמוקרטי
בורז'ה גרסיה פריירה,בורז'ה גרסיה פריירה היא כדורגלן ספרדי שמשחק בריאל מדריד קסטיליהכקשר אחורי .
בוריס Mykolaiovych מרטוס, 
בוריס Tarasyuk,בוריס Ivanovych Tarasyuk ( אוקראיני: Борис Іванович Тарасюк ; נולד ב -1 בינואר 1949) הוא פוליטיקאי אוקראיני. 
בוסטון קורבט,תומאס פ \ בוסטון \ קורבט (1832 - נחשב למת 1894) היההחייל בצבא האיחודשנורה ונהרג רוצחו של אברהם לינקולן 
Boubacar Traore,Boubacar Traore הוא זמר נודע
אחים Boulting,ג'ון אדוארד Boulting (21 בנובמבר 1913-1917 יוני 1985)ורוי אלפרד קלרנס Boulting (21 בנובמבר 1913-5 נובמבר 2001) 
הקרון וילי,קרון וילי 
בוי ג'ורג',בוי ג'ורג' (נולד ג'ורג' אלן או 'דאוד יום 14 ביוני 1961) הואזמרת וכותבת שירים באנגלית 
הילד Gobert,הילד Gobert (1925-1986) היה שחקן קולנוע וטלוויזיה גרמני.
בויד רייס,בויד בלייק רייס (נולדה 16 דצמבר 1956 ) היאמוסיקאי קול / רעש אמריקאי ניסיוני תוך שימוש בשמם של לא מאז אמצע 1970s 
בני Noize,אלכסנדר Ridha (נולד בשנת 1982 בהמבורג ) 
הבוז Boorer,הבוז Boorer (נולד מרטין ג'יימס Boorer 
הבוז Scaggs,William Royce \ Boz \ Scaggs (nascido em 08 de junho de 1944 ) é um cantor americano 
ברכה ל ' אטינגר,ברכה ליכטנברג אטינגר
בראד Adamonis,בראדלי פרד Adamonis (נולד 16 ינואר 1973 ) הואשחקן גולף מקצועי אמריקאי ששיחק על PGA Tour . 
בראד בירד,פיליפ בראדלי בירד (נולד 24 ספטמבר 1957 ) 
בראד Delp,בראדלי אדוארד Delp (12 ביוני 
בראד פיצפטריק,בראדלי יוסף \בראד\ פיצפטריק (נולד פבואר 5
בראד הנרי,צ'רלס ברדפורד \בראד\ הנרי (נולד 10 יולי 1963 ) היה נגיד 26th של מדינת אוקלהומה בארה\ב. 
בראד מרשאן,ברדלי קווין \ הביצתי \ מרשאן (נולד 11 מאי 1988 ) הוא שחקן מקצועי קנדי הוקי הקרח שיחק באגף שמאללברוינס בוסטון של הליגה הלאומית להוקי (NHL ) ברגע זה. 
בראד פרק,דאגלס ברדפורד הפארק (נולד ב 6 יולי 1948 ) הואdefenseman הוקי קרח בגמלאות ששיחקו בליגה הלאומית להוקי (NHL )לניו יורק ריינג'רס 
בראד ריצ'רדס,בראדלי גלן ריצ'רדס (נולד ב 2 מאי 1980 ) הוא מרכז קנדי מקצועי הוקי קרחוקפטן חלופילניו יורק ריינג'רסמהליגה הלאומית להוקי ( NHL). 
בראד שלגל,ברדלי וילפרד \בראד\ שלגל (נולד 22 יולי 1968 ) הואdefenseman הוקי קרח קנדי לשעבר . 
ראדן Holtby,ראדן Holtby (נולד 16 ספטמבר 1989 ) הואgoaltender המקצועי קנדי הוקי קרחשכיום משחקלוושינגטון קפיטלס של הליגה הלאומית להוקי ( NHL). 
ברדפורד Dillman,ברדפורד Dillman (נולד 14 אפריל 1930 ) הוא שחקןוסופר אמריקאי .
בראדלי מקגי, 
בראדלי רייט פיליפס,בראדלי אדוארד רייט פיליפס (נולד 12 מרס 1985 ) הואכדורגלן אנגלי שמשחק עבור מועדון כדורגל ליגה אחת ברנטפורד 
הראם אפל, 
ראם כהן,בראם כהן (נולד 12 אוקטובר 1975 ) הואמתכנת מחשבים אמריקאי 
בראם פפר, 
סוביןהמבורך,סוביןהמבורך (וולשית : Bendigeidfran או הסובין Fendigaidd 
Blanshard מותג,פרסי המותג Blanshard ( 27 אוגוסט 1892 - 19 נובמבר 
ברנדה רודריק,ברנדה ניקול רודריק (נולד 13 יוני 1974 ) הואמודל אמריקאי ושחקנית ידועה בהופעותיהבמשמר המפרץופלייבוי.
ברנדי צ'סטיין,ברנדי צ'סטיין דניס (נולד 21 יולי 1968 ) הואהמגן אמריקאי מקצועי כדורגל וקשר אחורי שמשחקלסטורם קליפורניה צוות של נשים פרמייר ליגת כדורגל 
ברנדון ג'נינגס,ברנדון ג'נינגס (נולד 23 ספטמבר 1989 ) הואשחקן כדורסל אמריקאי מקצועילמילווקי באקס שלאיגוד הכדורסל הלאומי ( NBA) שמשחקברכז . 
ברנדון מנילו,ברנדון מנילו הוא שחקן צ'כי בפורנוגרפיה הומו. 
ברנדון תאנה,ברנדון התאנה ( 12 דצמבר 1972 - 31 דצמבר 
ברנדון וולטרס,ברנדון וולטרס (נולדה ינואר 1996) היאילד שחקן אוסטרלי ילידים ידועים ביצועיוכNullah בסרט 2008 אוסטרליה.
Branimir של קרואטיה,Branimir (נפטר 892 ) היה שליט של הדלמטי קרואטיה ששלטכKnez 879-892 . הוא הוכר על ידי אפיפיור יוחנן השמיניכדוכסהקרואטים ( Dux Chroatorum ) . 
ברנקו לוסטיג,ברנקו לוסטיג (נולד 10 יוני 1932 ) הוא מפיק סרט קרואטי בולט. 
ברנקו Mamula,ברנקו \ Đuro \ Mamula ( הסרבי קירילית : Бранко \ Ђурo \ Мамула ; נולד 1921) הואקצין יוגוסלווי בדימוס שהשתתף בחזית היוגוסלבית של מלחמת העולם השנייה . 
Brannon בראגה,Brannon בראגה (נולדה 14 אוגוסט 1965 ) היאעטורת פרסים מפיק טלוויזיה האמריקנית 
Branscombe ריצ'מונד, 
ברקסטון בראג, 
ברקין מאייר,ברקין מאייר ארין (נולד ב 7 מאי 1974 ) הוא שחקן אמריקאי 
ברי אולסון,רחל מארי אוברלין (נולד ב 7 אוקטובר 1986 ) 
ברנדה Fassie,ברנדה Fassie (3 נובמבר 1
ברנדה הולוויי,ברנדה הולוויי (נולד 21 יוני 1946 ) הואזמרת אמריקנית וכותבים שירים 
ברנדה ק סטאר,ברנדה ק סטאר (נולד ברנדה קפלן יום 15 באוקטובר 
ברנדה לי,ברנדה מיי Tarpley (נולד 11 דצמבר 1944 ) 
ברנדה מרשל,ברנדה מרשל ( 29 ספטמבר 1915 - 30 יולי 1992) 
ברנדה פיליפס,ברנדה פיליפס (נולד 18 ינואר 1958 ) הוא שחקן הוקי שדה לשעבר מזימבבואה 
ברנדן בהאן, 
ברנדן גליסון,ברנדן גליסון (נולד 29 מרס 1955 ) הוא שחקן אירי. 
ברנדן פרי,ברנדן מיכאל פרי הוא זמרתורב נגן הידוע בעיקר בזכות עבודתוכהחצי הגברי של צמד המלח יכול לרקוד עם ליסה ג'רארד .
